hate,female,filtered_text
1.0,0.0,Lia Tsavadze ძირს პირსისხლიანი ხუნტის მოქალაქეთე კავშირის წევრის რუსეთის აგენტების ხროვის წევრები გაუმარჯოს ზვიადის ანუ ასე მოგწონთ ქალბატონმა მიგითითათ თემის კონკრეტიკაზე სხვა არაფერი ხომ არ გინდათ შეგახსენოთ როგორ დაამხეს რუსეთის აგენტურამ მოქ კავშირის სახით კანონიერი ხელისუფლება წმინდა პუტანთან ეძებეთ თავისუფალი სივრცე არ გეწყინოთ მეც შეიძლება არ მომწონდეს სააკაშვილის პატიმრობა მარა ამ საკითხის ასე წამოწევა არასწორად მიმაჩნია
1.0,0.0,David Mamatsashvili Stenbeck ნაბიჯვარ და ქვეყნის გამყიდველ ნაცებთან და მათ ლეკვებთან ერთად
1.0,0.0,David Mamatsashvili Stenbeck ბინძური ხარ თავად ზიხარ იქ სადღაც აშშ და მაგარი გგონია თავი
1.0,1.0,რო დაახვიო კარგი იქნება სალომე
1.0,0.0,ნავტალინით აყროლებულო საქართველო სამუდამოდ დაივიწყე
1.0,0.0,ღმერთო რა უსინდისო პრეზიდენტად წოდებული ხარ უსინდისო მოღალატე სწორედ შენნაირებმა დააწესეთ ნორმად ისეთი საქართველო სადაც კლავენ ასეთ ნიჭიერ ახალგაზრდებს თქვენ ხართ დამნაშავე სამარცხვინო უსინდისო ფულზე მონობაზე დათანხმებული ქალი რომელიც ჩვენ ქვეყანას უფსკრულში მიაქანებს შენ მხოლოდ ივანიშვილის საქმების ჩასაწყობად გდიხარ მაგ სკამზე რაო ბიძომ უკვე გამოგიცხაფა კობახიძე მირჩევნია შენს თავსო სამარცხვინო არწმუნებული ვარ შავი სალაროს ფული შენამდისაც მოდის აბა მისი რეჟისორობით ჩატარებულ სპექტაკლში მონაწილეობას არ მიიღებდი
1.0,1.0,ქალბატონო სალომე თქვენ გამოავლინეთ თავხედობის უმაღლესი დონე თქვენ ქართველ ხალხს მიყენეთ შეურაცხყოფა როცა უტეხად მიმართეთ და უთხარით რომ თქვენ ქართველმა ხალხმა აგირჩიათ ვინ ვინ და თქვენ ყველაზე კარგად უწყით რომ პირველ ტურში პირწმინდად წააგეთ ხოლო მეორე ტურში საქართველოს მოსახლეობამ ხმა მიცა ბატონ ბიძინა ივანიშვილს თქვენ ყველაფერთან ერთად უსინდისო და უტეხი დედაკაცი ბრძანდებით
1.0,0.0,კუზიანო ბლუყუნა გაბოზებული და გაპიდარასტებული თაობა ხო შე მართლა ზურზუტა ქალო ვერ ეღირსები იმას რასაც შენ და შენი პატრონები ცდილობენ საზიზღარო
1.0,1.0,შე განდონო ქალო შე ყლეო შე ძუკნა შენი შენსავით განდონი შვილებით საქართველოსი და ქართველი ხალხის მტერო ორივე დებილი რომ გყავს შე პირშიმოტყნულო რეზიდენტო ყლექალა
1.0,0.0,ძუკნა წაეთრიე საიდანაც ჩამოეთრიე შენზე კარგად იცის ქართველმა ხალხმა რა ჭირდება საქართველოს უშენოდაც კარგად გაართმევენ თავს გამოჩნდება ვიღაცა ქვეყნის გულშემატკივარი დადაბერტყავს თქვენნაირი აგენტებისგან ამ ქვეყანას თვე გამყიდველები წაეთრიეთ ძველებიც და ახლანდელებიც თვენ ორმა პარტიამ შეჭამეთ ეს ქვეყანა
1.0,0.0,გაუნათლებელი ქაჯი იტიფარი
1.0,0.0,უზნეო ბებერი კახპა
0.0,0.0,ასეთი მაღალი დონის პოლიტიკოსი არ გვყავს სხვა ამ მთავრობაში პროფესიონალი დიპლომატი პოლიტიკოსი რომელსაც ვერც კორუფციას დააბრალებ და ვერც ბიუჯეტის ფლანგვას და ვერც ნეპოტიზმს ქალი რომელსაც შეუძლია გადალახოს გვარამიას სივირე და გაათავისუფლოს რომ ქვეყანა შევიდეს ევროკავშირში
1.0,0.0,წყეული რეზიდენტი ვითომ ცდილობს თავის გამოჩენას ვის წირდებაააა
1.0,1.0,Ra magari ylekala xar shen borinka ver gagagdebs imitomrom chmori xar
1.0,0.0,ეს ბებერი ქათამი
1.0,0.0,წადი შენი ბევერი ძუკნა დედას შ გამოუშვი წამწამებიანი ლაზარე და მაგისთანა ახალგაზრდები აგიშენებენ ქვეყანას რომელ ქვეყანას ეკუთვნი ისიც არ იცი მართმადიანო ფრანცუჟენკა
1.0,1.0,შე დურაქო სამარცხვინო ქალი იყავი და მასე დარჩები ახალგაზრდობაში არ გივარგია და სიბერეში მთლად დასირდები ერთი სამარცხვინო კიდევ ბესელია პრაშმანდუკა
0.0,0.0,გაიხარეთ ქალბატონო სალომე თქვენ უნდა შეცვალოთ მთავრობა ქოცები დასრულებულები არიან
0.0,0.0,ძალიან გაგვახარეთ როდესაც გაანთავისუფლეთ ნიკა გვარამია მადლობა თქვენ გთხოვთ ასეთივე გადაწყვეტილება მიიღოთ მიხეილ სააკაშვილზე თქვენ უკეთ იცით რამდენ აპლოდისმენტებს დაიმსახურებთ მიყვარხართ მე უბრალო ადამიანს
0.0,0.0,წარმატებები ქ სალომე ჩვენო პრეზიდენტო
0.0,0.0,ყოჩაღ ჩვენს პრეზიდენტს სწორად შეაფასა და დააფადა ნიკო
1.0,0.0,ორმაგი სტანდარტის აფერისტი
1.0,0.0,Fuuu sheni
0.0,0.0,წარმატებები პრეზიდენტს
0.0,0.0,არ წახვიდე მოგვენატრები
1.0,1.0,არაქალო
0.0,0.0,თქვენს გვერდით ვართ
1.0,1.0,ვინ იყო ეს ნიკო კვარაცხელია ამ ნაგავმა ქალმა კი არ იცის საიდან გამოჩნდეს
1.0,0.0,მზრუნველი ქაჯი
0.0,0.0,Carmatebebi
1.0,0.0,ბებერი მეძავი ბონძღი
1.0,1.0,წადიიი ქვეყნის და ხალხის მოღალატე და გამყიდველო ქალოო
1.0,0.0,Sheni debili deda movtyan
1.0,0.0,ბებერი ძუკნა
1.0,0.0,მიდი გააჯვი მოღალატე
1.0,1.0,ყლექალას
1.0,0.0,დეგენერატი
1.0,0.0,რა დამპალი ხარ
1.0,1.0,სირ ქალა ქართული ისწავლე
0.0,0.0,წაშავდი შეე ქვეყნის მოღალატე
1.0,1.0,გველი გველი კანს იცვლის ქალი კი კაბას
0.0,0.0,შემოგვიერთდით გავერთიანდეთ საქართველოსთვის შეცვალე საქართველო
0.0,0.0,ძლივს ვეთანხმები რაღაცაში ახქლი თაობა სჭირდება საქართველოს სუფთა ხალხიშეცვალე საქართველო
1.0,0.0,გაიტანეთ ეს ნეხვი
1.0,0.0,ვაი შენი გამზდელს დაა ვას ძაღლმა
1.0,1.0,რეზიდენტი ყლექალა
0.0,0.0,ამ ლამაზი ჟესტისთვის დიდი მადლობა ქალბატონ პრეზიდენტს მოღალატეო რო იძახიან ნეტა ტვინი რომელ ადგილას აქვს იმ ხალხს ნეტა რაში დაინახეს მისი ღალატი მთავრობამ ბიუჯეტი გააცალმტვერა და მოღალატეს პრეზიდენტს ეძახიან ქართული პარადოკსი
1.0,0.0,ქათამი
1.0,1.0,ყლე ქალა
1.0,0.0,შენი მოღალატე წინაპრების სული მოვტყან და აქაც შენი პირში შევეცი
1.0,0.0,გაეთრიე ქვეყნიდან უნამუსო კახპა
1.0,0.0,გარეწარი ბებრუხანა მიხვდა რომ ბიძინა გვიშველის და მოგვაშორებს მის კარიკატურას
1.0,0.0,ეს ძაღლის გაგდებული ნაბოზარი
1.0,1.0,შე ჩათლახო ქალო
1.0,0.0,ნაძირალა ხარ დასავლეთის აგენტო სალო
1.0,0.0,უტიფარი
1.0,0.0,Durako shen
1.0,1.0,ყლექალა აგენტი
1.0,0.0,ამათი უთავმოყვარო დდშ რომელი ხართ თაობებისთვის ან ხალხისთვის
1.0,0.0,გაჯვი სიმბოლურათა
0.0,0.0,წარმატებები პრეზიდენტო
1.0,0.0,იდი ნა ხუი
0.0,0.0,Zurab Kareli კარგით რა ყველაზე და ყველაფერზე ღლიცინი არ შეიძლება შეიშალა მსოფლიო
1.0,1.0,ძალიან მაგრათ აკლია ამ სულელი ქალია
1.0,1.0,ეს არაქალი მარტო პრეზიდენტობიდან კიარა ქვეყნიდანაც უნდა გააგდონ
1.0,0.0,ეს ნაბოზარი
0.0,0.0,წარმატებები ქალბატონ სალომეს
1.0,0.0,ჯოჯოხეთის კარიბჭე გელოდება შე ეშმაკის ნაშიერო
1.0,1.0,ყველა დროის სამარცხვინო ქალი ხარ ყველა მხრივ
1.0,0.0,მაიმუნი დედაკაცი ფარისეველი
1.0,1.0,სამარცხვინო ქალი შვილების კეთილდღეობისთვის ქვეყნის გამყიდველი
1.0,0.0,საზიზღარო
1.0,0.0,ძუკნა
1.0,1.0,მაკო შუბლაძე მალე ჩაძაღლდები ფუ ღორი
1.0,1.0,რას დაგვჩხავი რეზიდენტო დედაკაცო შენ რომ მოკვდები რაც ახლა ხარ ის დარჩები არაფერი მივემატება ხარ აგენტი და დარჩები აგენტათ ხალხს ეზიზღები
1.0,0.0,შე ნაგავო მკვდარ ბავშვს მაინც ეცი პატივი და სერიოზულად მაინც მოიქეცი პოლიტიკით რო იწყებ
1.0,0.0,ox sheni arakartveli syli movtkan
1.0,1.0,მერე შე ბებერო ნათლიტყანიაბოზო აახვიე შენი ნაბოზარი ოჯახი მოტყნას რობიზონას ბიჭმა გიამ ვის რა ყლედ სჭირდები დაგ ნ პრეზერვატივით
1.0,0.0,უნდა გააჯვა ჩვენი სამშობლოდან შე ახვარო თავხეფო პუტჩისტების დედოფალო
0.0,0.0,დედა
0.0,0.0,წარმატებები ქალბატონო პრეზიდენტო მეამაყებით
1.0,1.0,ყალბია ეს დედაკაცი
0.0,0.0,წარმატებები ქალბატონო პრეზიდენტო
0.0,0.0,Tamari Xubulashvili გამარჯობა ლამაზო
1.0,0.0,უნამუსო ქაჯი
0.0,0.0,წარმატებები პრეზიდენტს
0.0,0.0,წარმატებები ჩვენს პრეზიდენტს
1.0,1.0,ნაბიჭვარი ქალი
1.0,1.0,Nino Kapanadze სუპერ აფერიტია ეს ქალი
1.0,0.0,Rusiko Kipiani რატო ვარ ავად რას ჩამომწყევლა იმ ბებერმა კომუნისტმა ბოზმა ან რას წაშალა მესიჯები
1.0,1.0,Ekaterine Kachlishvili ნაბიჭვარო არაქალო ნიკოზე ვინ თქვა ცუდი ნიკოს ნაირი ნიჭიერი არ ღირსებოდეს შენს ჯიშს და ჯილაგს ყველა პუტინისტი ნაცი ანალი მიშარასტის ოჯახს მიაკითხა ბიძინას ზებრამ
1.0,0.0,Zurab Kareli ნიკოს დედის ბედი კიდევ შენს ოჯახს და შენს ახლობლებს შე ბებერო ბოროტო აყროლებულო
1.0,0.0,Ekaterine Kachlishvili შე ძუ ნა პირი გამოირეცხე როცა გარდაცვლილ ნაწამებ გვირგვლიანს და ჩაცხრილულ რობაქიძეს ახსენებ შე ნაბო ვარო
1.0,1.0,Luiza Bogveradze გოჩასი მაინც შეგრცხვეს ამას რომ წერ ქალის მეტი ყვლაფერი ხარ
1.0,1.0,Ekaterine Kachlishvili გირგვლიან რობაქიძეს ასე ბინძურად როგორ ახსენებ ნაძირალა არაქალო მათი ბედი სწეოდეთ შენს ოჯახს და ყველა ახლობელს
1.0,0.0,Luiza Bogveradze ნაცებს კიდევ ტრაკში უნდა შესთხარონ და წაუკიდონ ფითილს
1.0,0.0,Rusiko Kipiani შენნაირ ენა დამპლებს შუბლში უნდა ესროლონ
0.0,0.0,კაცი ხარ ირაკლი წარმატებები
0.0,0.0,ლომი ხარ ირაკლი
0.0,0.0,ირაკლი
0.0,0.0,ბრავოოოოო პრემიერო
0.0,0.0,წარმატება ჩვენს პრემიერ მინისტრეს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიი პრემიერს
0.0,0.0,წარმატებები ჩვენს პრემიერს
0.0,0.0,Chemi premieri namdvili kacia genacvale premiero
0.0,0.0,გაიხარეთ პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,უბრალოდ ღირსეული ადამიანი
0.0,0.0,წარმატებები საქართველოს და ჩვენს პრემიერს
0.0,0.0,იდღეგრძელეთ
0.0,0.0,ღირსეული პრემიერი
0.0,0.0,წარმატებები
0.0,0.0,Bravo
0.0,0.0,ირაკლი
0.0,0.0,ბრავო პრემიერო
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,ირაკლი
0.0,0.0,წარმატებები წინსვლა სამშობლოს თუ კარგად მოისმინა და გაანალიზა სტუმარმა ბატონი ირაკლის გამოსვლა კარგი გზავნილით უნდა დაბრუნდეს და წინგადადგმულ ნაბიჯად უნდა მიიღოს ევროკავშირმა საქართველოს მიმართ
0.0,0.0,კარგი ადამიანი ბრძანდებით პრემიერო
0.0,0.0,პრემიერს წარმატებები ქვეყნის საკეთილდღეოდ
0.0,0.0,წარმატებები პრემიერო
0.0,0.0,აი პრემიერი კბილებით იცავს საქართველოს სუვერენულ უფლებას რა უნდათ საქართველოსგან პოლარიზაციის შემცირებას მარტო ხელისუფლება ვერ შეძლებს
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,საუკუნის პრემიერი იქნება ეს ადამიანი
0.0,0.0,წარმატებები ძლიერ პრემიერს
0.0,0.0,საღოლ საღოლ ირაკლის
0.0,0.0,Carmatebebi batono irakli
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ჩვენს ღირსეულ პრემიერს წარმატებები ჩვენს სამშობლოს
0.0,0.0,პრემირო გამძლეობა მოქცეთ უფალმა
0.0,0.0,ბრავო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,ღირსეული გამოსვლა ბრავო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ირაკლი
0.0,0.0,უფლის წყალობა ირაკლის და საქართველოს
0.0,0.0,ღირსეული და საამაყო პრემიერი
0.0,0.0,ღირსეული და პრინციპული პრემიერი
0.0,0.0,საამაყო პრემიერი
0.0,0.0,წარმატებები მართლაც რომ საუკეთესო პრემიერი გვყავს
0.0,0.0,წარმატება ჩვენ პრემიერს
0.0,0.0,მორჩა უნდა მიიღოს
0.0,0.0,წარმატებები
0.0,0.0,ბატონო ირაკლი
0.0,0.0,საამაყო პრემიერი ფუფალა პრეზიდენტი კი გადადგეს
0.0,0.0,ბრავო პრემიერს
0.0,0.0,გენაცვალეთ
0.0,0.0,ჩვენი საამაყო პრემიერი წარმატებები
0.0,0.0,გაიხარეთ წარმატებები
0.0,0.0,Vamakob chemi premierit
0.0,0.0,Yvelaze magari premieria tu odesme saqartvelos vinme yolia martali da pirdapiri
0.0,0.0,წარმატებები ჩვენს პრემიერს
0.0,0.0,Ar dautmo rame jigari xar premierooo
0.0,0.0,ყოჩაღ პრემიერო
0.0,0.0,წარმატებები ირაკლის
0.0,0.0,უძლიერესი სამართლიანი მტკიცე ხასიათის მოზომილი კორექტული რომელსაც უყვარს თავისი ქვეყანა და არის უდიდესი პატრიოტი ჩვენი ქვეყნის მეამაყები პრემიერო
0.0,0.0,წინსვლა და წარმატებები
0.0,0.0,Warmatebebi premiers gaajmevine mag borels da gaajmevine yvelas visac borelis mxare daijira
0.0,0.0,გამოაგზავნეს რათა არ მოხდეს პრეზიდენტის იმპიჩმენტი
0.0,0.0,ევროკავშირი იშლება და ვიცით
0.0,0.0,Dzalian mamari gamosvla qonda b t iraklis marlac xmamagla da pirapir utxra satqmeli
0.0,0.0,წარმატებებიი
0.0,0.0,მამულიშვილი
0.0,0.0,უთხარი ბატონო ირაკლი რომ ბავშვები არავართ და გამოცდას არ ვაბარებთ
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,Sagol irakli magrat sheusrule
0.0,0.0,საუკეთესო პრემიერი გვყავს წარმატებები ბატონო ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,ვამაყობ ასეთი ძლიერი და სწორი გზით მიმავალი პრემიერით
0.0,0.0,ჩვენი პრემიერი
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ჩვენ ღირსეულ ჭკვიან და საამაყო პრემიერს
0.0,0.0,წარმატებები პრემიეროოოო
0.0,0.0,ამდვილად მაგარი პრემიერი გვყავს
0.0,0.0,ხალხი ოენსიამდე ვერ მიდის ქალი კაცი წელი სასკოლოდ დაეხმარეთ მშობლებს რომ შვილებს უვაჭრონ
0.0,0.0,დიდებული ღირსეული გამოსვლა და პასუხები გაეცა სტუმარს ოპოზიცია კი არ არის ოპიზიცია გვ ელების და არაპატრიოტების ბუდეა
0.0,0.0,Umagresi chveni premierii
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,გაიხარე ირაკლი
0.0,0.0,ღირსეული პრემიერის ღირსეული პასუხი ბრავოო
0.0,0.0,წარმატებები
0.0,0.0,პატარა კახი
0.0,0.0,Warmatebebi shvens premiers
0.0,0.0,საღონ
0.0,0.0,midi evropa gvibda
0.0,0.0,მ ვიდობა და წარმატებები ვენს ქვეყანას მერ ო
0.0,0.0,Uhh kargi iyooo
0.0,0.0,საგოლ იკაა
0.0,0.0,წარმატებები ქვეყნის ერთგულ პრემიერ ირაკლი ღარიბაშვილს
0.0,0.0,წარმატებები ჩვენს პრემიერს
0.0,0.0,ბრავო პრემიერო
0.0,0.0,წარმატებები პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,ბრავო
0.0,0.0,ჯიგარიხარ ღარიბაშვილი მიაწექი ამ ახვრებს
0.0,0.0,წარმატებები ბატონო ირაკლი ღირსეული გამოსვლაა
0.0,0.0,შენ გენაცვალე ირაკლიი წარმატებები
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატები
0.0,0.0,საქართველოს და ქართველებს წარმატებები
0.0,0.0,ეგრე რა
0.0,0.0,საამაყო პრემიერი
0.0,0.0,წარმატებები საუკეთესო პრემიერს
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,რა სახე აქვს ჟოზეფინას აშკარად ეტყობა არ სიამოვნებს
0.0,0.0,ბრავო პრემიერო
0.0,0.0,ბრავო მაგარი ხარ
0.0,0.0,Iraklim chautara masterklasi carmatebebi
0.0,0.0,საამაყო პრემიერი
0.0,0.0,არმატებები
0.0,0.0,მაგარი პრემიერი
0.0,0.0,ბატონო ირაკლი
0.0,0.0,ჩვენი საამაყო პრემიერი
0.0,0.0,ბრავო პრემიერი
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,Bravo gareb
0.0,0.0,Amin warmatebebi
0.0,0.0,ყოჩაღ ირაკლი
0.0,0.0,Kidev erti master classis gamosvla premier garibashvilis
0.0,0.0,წარმატებები
0.0,0.0,სამართლიანი პრემიერი
0.0,0.0,ბრავოოოოო
0.0,0.0,უძლიერესი პრემიერი
0.0,0.0,მარი ჭოველიძე მართალი ბრძანდებით წარმატებები ჩვენს პრემიერს
0.0,0.0,Manuchar Jincharadze ღირსეული პრემიერის სამართლიანი სიტყვები ვამაყობ ჩვენი პრიმიერით წამატებები
0.0,0.0,Chveni saamako PREMIERI
0.0,0.0,ღირსეული პრემიერი და უძლიერესი გამოსვლა ბრაო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ბატონო ირაკლი თქვენ და თქვენს გუნდს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,ბრავო ჩვენ ღირსეულ პრემიერს
0.0,0.0,საქათველო უნდა გახდეს ევროკავირის წევრი აუცილებად
0.0,0.0,ასეთი პრემიერმინისტრი ჩვენს ქვეყანას არ ჰყოლია
0.0,0.0,გაიხარე ჩვენოპრემიერო ვამაყობ თქვენით
0.0,0.0,ყოჩაღ პრემიერო წარმატებბები საქართველოს საკეთილდღეოდ
0.0,0.0,ირაკლი ღარიბაშვილი არის
0.0,0.0,ირაკლი მაგარი ხარ
0.0,0.0,Sircchvili tv mtavars saqartveloshi rac chdeba kvelaferi chdeba kanonierad chelisuflebis mchridan sircchvili tkven mtavar archs
0.0,0.0,გამარჯვება ბატონო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,Simartlis mtqmeli aravis moswons Rogorc gveqceva evropa is pasuxic miigo
0.0,0.0,წარმატებები ღირსეულ პრემიერს და ჩვენს ქვეყანას
0.0,0.0,წინსვლა და წარმატებები საქართველოს
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,კარგი ხარ
0.0,0.0,ბრავო ნამდვილო ქართველო
0.0,0.0,პრემიერი
0.0,0.0,არმატებები პრემიერო
0.0,0.0,ბრავო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,პრემიერო
0.0,0.0,აი საღოლ ღარიბააა
0.0,0.0,ბრავო პრემიერს
0.0,0.0,პირდაპირი და სამართლიანი ღირსეული პრემიერი წარმატებები ბატონო ირაკლი
0.0,0.0,წარმატებები ირაკლის
0.0,0.0,ღირსეული გამოსვლა იყო ბრავო
0.0,0.0,ღარიბაშვილის სასარგებლოდ ბრავო ბატონო ირაკლი
0.0,0.0,Warmatebebi
0.0,0.0,უძლიერესი პრემიერი წარმატებები ბატონო ირაკლი
0.0,0.0,სათანადო პასუხი პრემიერისგან
0.0,0.0,წარმატებები საქართველოს წარმატებები პრემიერს
0.0,0.0,clamde evro kavshiris gegmebshi araris gapartoveba amitom nu kondet zedmeti ambiciebi manamde kide shedzleba eg kavshiri sulac daishalos
0.0,0.0,მუშაობს ქვეყანაში მაგრამ ვერ ხედავს ზოგიერთები პრემიერს მშვიდობა უნდა ქვეყანაში თქვენ აგულიანებთ რუსეთის წინააღმდეგ შე დამპ ამოტყუვდება ბატ ირაკლი
0.0,0.0,წარმატებებიიი
0.0,0.0,გაიხარე ბატონო ირაკლი წარმატებები
0.0,0.0,წარმატებები ჩვენ პრემიერს
0.0,0.0,ყოჩაღ პრემიერო
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,თითოეული უბრალო ხალხის სათქმელი უთხარი
0.0,0.0,ბარვო
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატებებიიი
1.0,0.0,მოკლდთ ვიტყვი გავარტყი მაგათ კანდიდატუს სტატუსს ეგეთი მართალი ირაკლის აქამდე არ უთქვია კორუმპირებულ უკრაინას მისცეს ფა ჩვენ დაელოდეთოოო
1.0,0.0,რა ჯანდაბას ელოდება კიდევ ევროპა ომი უნდაა ნაშინ ეგენიც ჩაგვყვებიან და ამერიკაც გაერთობა ევროპის დაბეჩავებით
0.0,0.0,ჩვენი საამაყო და ძლიერი პრემიერი
0.0,0.0,წარმატებები ჩვენძლიერ და ღირსეულ პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,Bravo premiero ra kargad sheusrula yvelaferi genasvale pirdapirobashi borels kargad daawuwa tavze ai egre unda brao brao
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,წარმატებები წინ საქართველოს მომავლისათვის
0.0,0.0,ბრავო მაგარი პრემიერი ჰყავს საქართველოს
0.0,0.0,მალადეც პრემიერს
0.0,0.0,ირაკლი
0.0,0.0,წარმატებები პრემიერი
0.0,0.0,ჯკვიანი ხარ
0.0,0.0,პრემიერმა და ხალხმა კარგად ვიცით რომ საქართველოს კეთილდღეობა ჩვენს გონიერებაზეა დამოკიდებული
0.0,0.0,წარმატებები
0.0,0.0,პრემიერის ღირსეული პასუხები ჟურნალისტებს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ღირსეულ პრემიერს
0.0,0.0,მაგარი გამოსვლა იყო პრემიერო
0.0,0.0,პრინციულობა პრემირო მომწონს თქვენი მიდგომა
0.0,0.0,ღირსეული პრემიერი
0.0,0.0,წარმატებები და გამარჯვება
0.0,0.0,აი პრემიერი ყველა ესეთი რომ იყოს ომები არ იქნებოდა
0.0,0.0,წარმატებები
0.0,0.0,ყოჩაღი ირაკლი მგონი ჩაუდო ბორელს
0.0,0.0,ძაან მაგარი პრემიერია
0.0,0.0,წარმატებები ბ პრემიერო
0.0,0.0,Warmatebebi qveynis sasiketod
0.0,0.0,არმატებები პრემიერო
0.0,0.0,უძლიერესი პრემიერი ყაავს საქართველოს
0.0,0.0,ღირსეული პრემიერი
0.0,0.0,პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,გაწონასწორებული ადამიანი გაიხარე პრემიერო მაგენი პროჭები არიან
0.0,0.0,რავო ირაკლი
0.0,0.0,Martal gulshi genacvale chveno girseulo premiero
0.0,0.0,წარმატებები ჩვენო პრემიერო
0.0,0.0,ჩვენ ჩვენი ექოვნული მთავრობას წარმატება ეს გვჭირდება რომ ჩენიეროვნულობა არ დაიკარგოს
0.0,0.0,წარ მატებები ბატონო პრემიერო
0.0,0.0,Sagol ikaa
0.0,0.0,წარმატებები
0.0,0.0,ენაცვალე სიმართლეში
0.0,0.0,წარმატება ჩვენს ქვეყანას
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,Bravo chveno dzliero premiero kvelani tkven gverdit vart chven simartlis gverdit vart
0.0,0.0,Warmatebebi
0.0,0.0,ბრავოო პრემიეროო
0.0,0.0,წარმატებებიბატონო პრემიერო
0.0,0.0,Abaaa raaaa sagol jigari xar ira
0.0,0.0,წარმატებები ბატონო პრემიერო საქართველოს განვითარება და წინსვლა შეუქცევადია
0.0,0.0,გამარჯვებები შინ და გარეთ
0.0,0.0,ევროკავშირში ამაზე მეტად თუ ვერ აზროვნებენ მაშინ რაღა გვინდა მაგათთან
0.0,0.0,ენაცვალე ქართულ გულში
0.0,0.0,წარმატება პრემიერო თქვენი წარმატება ჩვენი ქვეყნის წარმატების საწინდარია
0.0,0.0,Irakli yochag jigari xar
0.0,0.0,პრემიერო ბრავოოოო
0.0,0.0,საქარათველოსძლიერი და დიდი პატრიოტი ჩვენი პრემიერი წინ წარმატებების და გამარჯვებისკენ უფალი გფარავდეთ
0.0,0.0,Warmatebebi
0.0,0.0,ბრავო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,სამაგალითო პრემიერი ვამაყობ თქვენით
0.0,0.0,წარმატებები
0.0,0.0,ღმერთმა მოგცეთ სიბრძნე ყველაფერი ქვეყნის აღსაშენებლად გაგეკეთოთ უფალო გადმოხედე ჩემს საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,წარმატება
0.0,0.0,წარმატებები
0.0,0.0,ძალიან მკაფიო და ძლიერი პასუხები გასცა ჩვენმა პრემიერმა ბორელის პრუტუნს
0.0,0.0,წარმატებები ირაკლის და საქართველოს მადლობა პრემიერო
0.0,0.0,წარმატებები და გამარჯვება
0.0,0.0,სუპერ გამოსვლა მეამაყები პრემიერო
0.0,0.0,მშვიდობა და წარმატებები საქართველოს
0.0,0.0,მაგარი ხარ ირაკლი მოაჯინე ერთ ადგილზე მთავარია სიმართლე უთხარი
0.0,0.0,Ai vin aris patrioti da ganscavluli tavisi simartlit borels ar dautova satqmeli gvekutvnis da unda mivigot es iko chveni saamako premieris saboloo sitkva
0.0,0.0,აი ეგრე
0.0,0.0,წარმატებები პრემიერს
0.0,0.0,ბრავო
0.0,0.0,რას გვაწვალებენ ერთხელ სასომხეთს პრემიერმა დსგვიცვაევროსაბჭოში და თქვა რას აწვალებთ საქართველოსო და დღეს ირაკლიმაც გაიმეორა ესენი არ მიგვიღებენ ნათქვამია მიზეზი მიზეზო
0.0,0.0,წარმატებებს გისურვებ ბატონო ირაკლი
0.0,0.0,გენაცვალე ჩვენო პრემიერო რა მაგარი და სამშობლოს მოსიყვარულე ადამიანი ხარ წარმატებები ბევრი
